"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
"Geographic Area";"Age Group";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
"Dublin City 02/186";"5 - 9 years";11;11;0;0;0;0;18;18;0;0;0;0
"Dublin City 02/186";"10 - 14 years";7;7;0;0;0;0;15;15;0;0;0;0
"Dublin City 02/186";"15 - 19 years";14;14;0;0;0;0;16;16;0;0;0;0
"Dublin City 02/186";"20 - 24 years";35;35;0;0;0;0;37;35;2;0;0;0
"Dublin City 02/186";"25 - 29 years";45;41;4;0;0;0;53;49;4;0;0;0
"Dublin City 02/186";"30 - 34 years";21;13;7;0;1;0;34;21;12;1;0;0
"Dublin City 02/186";"35 - 39 years";21;10;8;1;2;0;20;11;8;1;0;0
"Dublin City 02/186";"40 - 44 years";23;6;14;2;1;0;22;10;12;0;0;0
"Dublin City 02/186";"45 - 49 years";15;5;10;0;0;0;26;7;16;3;0;0
"Dublin City 02/186";"50 - 54 years";15;3;11;0;0;1;18;5;11;0;2;0
"Dublin City 02/186";"55 - 59 years";11;1;9;0;1;0;10;3;3;3;1;0
"Dublin City 02/186";"60 - 64 years";8;1;7;0;0;0;10;4;5;0;0;1
"Dublin City 02/186";"65 - 69 years";3;1;2;0;0;0;2;1;1;0;0;0
"Dublin City 02/186";"70 - 74 years";4;1;3;0;0;0;2;0;2;0;0;0
"Dublin City 02/186";"75 - 79 years";5;2;1;0;0;2;3;2;1;0;0;0
"Dublin City 02/186";"80 - 84 years";1;0;1;0;0;0;5;1;0;0;0;4
"Dublin City 02/186";"85 years and over";0;0;0;0;0;0;4;0;0;0;0;4
"Dublin City 02/187";"0 - 4 years";20;20;0;0;0;0;7;7;0;0;0;0
"Dublin City 02/187";"5 - 9 years";23;23;0;0;0;0;10;10;0;0;0;0
"Dublin City 02/187";"10 - 14 years";14;14;0;0;0;0;19;19;0;0;0;0
"Dublin City 02/187";"15 - 19 years";19;19;0;0;0;0;30;30;0;0;0;0
"Dublin City 02/187";"20 - 24 years";33;33;0;0;0;0;41;39;1;0;0;1
"Dublin City 02/187";"25 - 29 years";30;25;4;1;0;0;34;30;3;1;0;0
"Dublin City 02/187";"30 - 34 years";21;14;5;0;1;1;24;14;8;1;0;1
"Dublin City 02/187";"35 - 39 years";23;11;11;0;1;0;16;7;9;0;0;0
"Dublin City 02/187";"40 - 44 years";10;3;7;0;0;0;24;5;17;1;1;0
"Dublin City 02/187";"45 - 49 years";30;6;21;0;3;0;30;9;19;2;0;0
"Dublin City 02/187";"50 - 54 years";20;1;17;0;1;1;25;8;12;3;1;1
"Dublin City 02/187";"55 - 59 years";21;5;15;0;0;1;18;5;11;0;1;1
"Dublin City 02/187";"60 - 64 years";9;3;5;1;0;0;13;3;7;1;0;2
"Dublin City 02/187";"65 - 69 years";5;1;4;0;0;0;4;0;2;0;0;2
"Dublin City 02/187";"70 - 74 years";5;1;4;0;0;0;3;0;2;0;0;1
"Dublin City 02/187";"75 - 79 years";2;0;2;0;0;0;3;1;1;0;0;1
"Dublin City 02/187";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
"Dublin City 02/187";"85 years and over";1;1;0;0;0;0;9;3;1;0;0;5
"Dublin City 02/188";"0 - 4 years";9;9;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/188";"5 - 9 years";10;10;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/188";"10 - 14 years";8;8;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/188";"15 - 19 years";14;14;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/188";"20 - 24 years";11;11;0;0;0;0;30;29;1;0;0;0
"Dublin City 02/188";"25 - 29 years";29;28;1;0;0;0;35;33;2;0;0;0
"Dublin City 02/188";"30 - 34 years";19;16;2;1;0;0;16;13;3;0;0;0
"Dublin City 02/188";"35 - 39 years";21;15;5;0;1;0;15;11;4;0;0;0
"Dublin City 02/188";"40 - 44 years";12;3;4;2;2;1;10;2;8;0;0;0
"Dublin City 02/188";"45 - 49 years";16;9;7;0;0;0;10;2;5;2;1;0
"Dublin City 02/188";"50 - 54 years";15;3;10;1;1;0;12;4;8;0;0;0
"Dublin City 02/188";"55 - 59 years";9;1;5;1;1;1;7;1;3;0;1;2
"Dublin City 02/188";"60 - 64 years";3;2;0;1;0;0;3;1;2;0;0;0
"Dublin City 02/188";"65 - 69 years";5;1;3;1;0;0;2;0;1;0;0;1
"Dublin City 02/188";"70 - 74 years";4;2;1;0;0;1;5;2;2;0;0;1
"Dublin City 02/188";"75 - 79 years";5;1;3;0;0;1;4;2;2;0;0;0
"Dublin City 02/188";"80 - 84 years";3;1;2;0;0;0;3;0;1;0;0;2
"Dublin City 02/188";"85 years and over";1;0;0;0;0;1;3;1;0;0;0;2
"Dublin City 02/189";"0 - 4 years";10;10;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/189";"5 - 9 years";12;12;0;0;0;0;9;9;0;0;0;0
"Dublin City 02/189";"10 - 14 years";9;9;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/189";"15 - 19 years";13;13;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/189";"20 - 24 years";27;25;2;0;0;0;31;29;2;0;0;0
"Dublin City 02/189";"25 - 29 years";36;33;3;0;0;0;33;25;6;0;2;0
"Dublin City 02/189";"30 - 34 years";27;22;4;1;0;0;13;11;2;0;0;0
"Dublin City 02/189";"35 - 39 years";14;11;3;0;0;0;16;10;6;0;0;0
"Dublin City 02/189";"40 - 44 years";11;4;6;0;0;1;12;6;5;0;1;0
"Dublin City 02/189";"45 - 49 years";13;3;8;1;1;0;8;4;3;1;0;0
"Dublin City 02/189";"50 - 54 years";13;5;8;0;0;0;18;0;14;3;1;0
"Dublin City 02/189";"55 - 59 years";12;3;6;2;0;1;10;3;3;0;1;3
"Dublin City 02/189";"60 - 64 years";8;4;2;0;2;0;7;1;3;0;0;3
"Dublin City 02/189";"65 - 69 years";9;3;4;0;0;2;7;2;1;2;0;2
"Dublin City 02/189";"70 - 74 years";8;4;1;1;0;2;13;4;3;0;0;6
"Dublin City 02/189";"75 - 79 years";7;0;2;0;0;5;6;0;1;1;0;4
"Dublin City 02/189";"80 - 84 years";3;1;0;1;0;1;4;2;0;0;0;2
"Dublin City 02/189";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/190";"0 - 4 years";15;15;0;0;0;0;14;14;0;0;0;0
"Dublin City 02/190";"5 - 9 years";10;10;0;0;0;0;18;18;0;0;0;0
"Dublin City 02/190";"10 - 14 years";6;6;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/190";"15 - 19 years";4;4;0;0;0;0;16;16;0;0;0;0
"Dublin City 02/190";"20 - 24 years";35;33;2;0;0;0;73;69;4;0;0;0
"Dublin City 02/190";"25 - 29 years";81;72;9;0;0;0;81;71;10;0;0;0
"Dublin City 02/190";"30 - 34 years";47;37;8;1;1;0;40;31;6;2;1;0
"Dublin City 02/190";"35 - 39 years";24;14;8;0;1;1;21;12;8;0;1;0
"Dublin City 02/190";"40 - 44 years";22;8;11;2;0;1;20;6;12;1;1;0
"Dublin City 02/190";"45 - 49 years";18;5;10;0;2;1;23;12;11;0;0;0
"Dublin City 02/190";"50 - 54 years";16;3;9;2;2;0;18;6;10;0;1;1
"Dublin City 02/190";"55 - 59 years";17;5;11;0;1;0;15;6;8;1;0;0
"Dublin City 02/190";"60 - 64 years";9;4;3;1;1;0;7;2;2;0;1;2
"Dublin City 02/190";"65 - 69 years";5;3;2;0;0;0;3;1;2;0;0;0
"Dublin City 02/190";"70 - 74 years";8;4;4;0;0;0;4;1;3;0;0;0
"Dublin City 02/190";"75 - 79 years";2;0;1;0;0;1;4;3;0;0;0;1
"Dublin City 02/190";"80 - 84 years";4;3;0;0;0;1;7;3;3;0;0;1
"Dublin City 02/190";"85 years and over";3;0;3;0;0;0;6;1;0;0;0;5
"Dublin City 02/191";"0 - 4 years";13;13;0;0;0;0;12;12;0;0;0;0
"Dublin City 02/191";"5 - 9 years";15;15;0;0;0;0;13;13;0;0;0;0
"Dublin City 02/191";"10 - 14 years";10;10;0;0;0;0;4;4;0;0;0;0
"Dublin City 02/191";"15 - 19 years";9;9;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/191";"20 - 24 years";41;40;1;0;0;0;48;44;4;0;0;0
"Dublin City 02/191";"25 - 29 years";66;56;9;0;1;0;66;59;6;0;1;0
"Dublin City 02/191";"30 - 34 years";27;23;4;0;0;0;35;28;5;2;0;0
"Dublin City 02/191";"35 - 39 years";20;8;9;2;1;0;21;14;5;1;1;0
"Dublin City 02/191";"40 - 44 years";7;3;3;1;0;0;8;5;0;1;0;2
"Dublin City 02/191";"45 - 49 years";13;6;5;2;0;0;12;7;5;0;0;0
"Dublin City 02/191";"50 - 54 years";10;4;4;1;1;0;14;4;6;2;0;2
"Dublin City 02/191";"55 - 59 years";7;1;5;1;0;0;6;2;3;0;1;0
"Dublin City 02/191";"60 - 64 years";4;2;1;1;0;0;5;1;1;2;0;1
"Dublin City 02/191";"65 - 69 years";8;1;2;1;1;3;6;3;2;0;0;1
"Dublin City 02/191";"70 - 74 years";4;2;1;0;1;0;7;2;3;1;0;1
"Dublin City 02/191";"75 - 79 years";5;2;2;0;0;1;8;2;3;0;0;3
"Dublin City 02/191";"80 - 84 years";3;0;0;0;0;3;4;0;0;0;0;4
"Dublin City 02/191";"85 years and over";1;0;1;0;0;0;0;0;0;0;0;0
"Dublin City 02/192";"0 - 4 years";15;15;0;0;0;0;12;12;0;0;0;0
"Dublin City 02/192";"5 - 9 years";9;9;0;0;0;0;9;9;0;0;0;0
"Dublin City 02/192";"10 - 14 years";9;9;0;0;0;0;7;7;0;0;0;0
"Dublin City 02/192";"15 - 19 years";14;14;0;0;0;0;9;9;0;0;0;0
"Dublin City 02/192";"20 - 24 years";35;35;0;0;0;0;42;38;3;0;1;0
"Dublin City 02/192";"25 - 29 years";59;53;5;1;0;0;50;47;3;0;0;0
"Dublin City 02/192";"30 - 34 years";38;26;9;2;1;0;34;24;9;1;0;0
"Dublin City 02/192";"35 - 39 years";24;13;10;0;1;0;25;9;16;0;0;0
"Dublin City 02/192";"40 - 44 years";17;6;10;1;0;0;17;8;5;3;1;0
"Dublin City 02/192";"45 - 49 years";13;4;7;0;2;0;12;5;5;1;0;1
"Dublin City 02/192";"50 - 54 years";11;6;2;3;0;0;6;3;0;2;0;1
"Dublin City 02/192";"55 - 59 years";8;3;5;0;0;0;12;0;5;0;1;6
"Dublin City 02/192";"60 - 64 years";12;7;4;1;0;0;11;3;5;1;0;2
"Dublin City 02/192";"65 - 69 years";3;0;3;0;0;0;9;4;2;1;0;2
"Dublin City 02/192";"70 - 74 years";7;2;2;1;0;2;9;1;3;0;0;5
"Dublin City 02/192";"75 - 79 years";4;1;1;0;0;2;7;2;0;1;0;4
"Dublin City 02/192";"80 - 84 years";1;0;1;0;0;0;6;3;0;0;0;3
"Dublin City 02/192";"85 years and over";0;0;0;0;0;0;5;3;0;0;0;2
"Dublin City 02/193";"0 - 4 years";6;6;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/193";"5 - 9 years";7;7;0;0;0;0;5;5;0;0;0;0
"Dublin City 02/193";"10 - 14 years";3;3;0;0;0;0;2;2;0;0;0;0
"Dublin City 02/193";"15 - 19 years";9;9;0;0;0;0;8;7;1;0;0;0
"Dublin City 02/193";"20 - 24 years";38;37;1;0;0;0;42;39;3;0;0;0
"Dublin City 02/193";"25 - 29 years";55;48;7;0;0;0;71;62;6;1;2;0
"Dublin City 02/193";"30 - 34 years";33;22;10;1;0;0;31;21;9;0;0;1
"Dublin City 02/193";"35 - 39 years";20;10;8;1;0;1;13;7;5;0;0;1
"Dublin City 02/193";"40 - 44 years";20;12;3;1;4;0;9;3;5;0;1;0
"Dublin City 02/193";"45 - 49 years";17;5;6;2;4;0;15;6;7;1;1;0
"Dublin City 02/193";"50 - 54 years";13;6;6;0;0;1;20;8;7;1;2;2
"Dublin City 02/193";"55 - 59 years";6;0;5;0;1;0;8;5;2;1;0;0
"Dublin City 02/193";"60 - 64 years";7;2;4;1;0;0;5;2;2;0;1;0
"Dublin City 02/193";"65 - 69 years";6;2;2;1;0;1;5;4;1;0;0;0
"Dublin City 02/193";"70 - 74 years";3;2;0;1;0;0;1;1;0;0;0;0
"Dublin City 02/193";"75 - 79 years";0;0;0;0;0;0;5;4;0;0;0;1
"Dublin City 02/193";"80 - 84 years";2;1;0;0;0;1;1;0;0;0;0;1
"Dublin City 02/193";"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
"Dublin City 02/194";"0 - 4 years";10;10;0;0;0;0;3;3;0;0;0;0
"Dublin City 02/194";"5 - 9 years";2;2;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/194";"10 - 14 years";0;0;0;0;0;0;2;2;0;0;0;0
"Dublin City 02/194";"15 - 19 years";2;2;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/194";"20 - 24 years";38;37;1;0;0;0;63;63;0;0;0;0
"Dublin City 02/194";"25 - 29 years";101;93;8;0;0;0;113;106;5;1;1;0
"Dublin City 02/194";"30 - 34 years";42;33;8;0;0;1;39;27;12;0;0;0
"Dublin City 02/194";"35 - 39 years";30;17;9;2;1;1;16;12;3;0;0;1
"Dublin City 02/194";"40 - 44 years";18;6;7;1;2;2;10;5;4;1;0;0
"Dublin City 02/194";"45 - 49 years";13;4;7;0;1;1;16;7;5;1;2;1
"Dublin City 02/194";"50 - 54 years";6;2;3;0;1;0;11;5;4;0;2;0
"Dublin City 02/194";"55 - 59 years";2;2;0;0;0;0;6;4;1;0;1;0
"Dublin City 02/194";"60 - 64 years";4;3;0;0;1;0;4;1;1;0;0;2
"Dublin City 02/194";"65 - 69 years";7;3;2;1;0;1;7;2;2;0;0;3
"Dublin City 02/194";"70 - 74 years";2;1;1;0;0;0;3;2;1;0;0;0
"Dublin City 02/194";"75 - 79 years";3;1;1;0;0;1;1;0;0;0;0;1
"Dublin City 02/194";"80 - 84 years";1;0;1;0;0;0;4;1;1;0;0;2
"Dublin City 02/194";"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
"Dublin City 02/195";"0 - 4 years";8;8;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/195";"5 - 9 years";4;4;0;0;0;0;5;5;0;0;0;0
"Dublin City 02/195";"10 - 14 years";6;6;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/195";"15 - 19 years";11;11;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/195";"20 - 24 years";60;57;3;0;0;0;84;80;4;0;0;0
"Dublin City 02/195";"25 - 29 years";97;91;6;0;0;0;79;72;6;0;0;1
"Dublin City 02/195";"30 - 34 years";59;45;11;1;2;0;38;31;5;1;1;0
"Dublin City 02/195";"35 - 39 years";29;19;7;0;3;0;17;9;7;0;1;0
"Dublin City 02/195";"40 - 44 years";12;8;1;1;1;1;5;4;1;0;0;0
"Dublin City 02/195";"45 - 49 years";11;4;6;1;0;0;5;2;3;0;0;0
"Dublin City 02/195";"50 - 54 years";14;5;8;1;0;0;9;2;4;1;1;1
"Dublin City 02/195";"55 - 59 years";6;2;3;0;1;0;2;1;1;0;0;0
"Dublin City 02/195";"60 - 64 years";4;1;3;0;0;0;5;2;2;0;1;0
"Dublin City 02/195";"65 - 69 years";2;0;2;0;0;0;3;0;1;0;1;1
"Dublin City 02/195";"70 - 74 years";2;0;1;1;0;0;3;0;2;0;0;1
"Dublin City 02/195";"75 - 79 years";4;2;0;0;0;2;4;3;0;0;0;1
"Dublin City 02/195";"80 - 84 years";1;1;0;0;0;0;3;1;0;0;0;2
"Dublin City 02/195";"85 years and over";0;0;0;0;0;0;2;0;0;0;0;2
"Dublin City 02/196";"0 - 4 years";7;7;0;0;0;0;10;10;0;0;0;0
"Dublin City 02/196";"5 - 9 years";3;3;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/196";"10 - 14 years";3;3;0;0;0;0;5;5;0;0;0;0
"Dublin City 02/196";"15 - 19 years";13;13;0;0;0;0;13;13;0;0;0;0
"Dublin City 02/196";"20 - 24 years";60;57;2;0;0;1;56;55;1;0;0;0
"Dublin City 02/196";"25 - 29 years";46;42;3;1;0;0;47;38;8;0;1;0
"Dublin City 02/196";"30 - 34 years";34;24;10;0;0;0;16;7;8;1;0;0
"Dublin City 02/196";"35 - 39 years";16;9;6;0;1;0;15;9;6;0;0;0
"Dublin City 02/196";"40 - 44 years";15;6;6;0;2;1;9;3;5;0;1;0
"Dublin City 02/196";"45 - 49 years";9;5;4;0;0;0;8;3;2;0;2;1
"Dublin City 02/196";"50 - 54 years";4;1;2;0;1;0;8;2;3;1;2;0
"Dublin City 02/196";"55 - 59 years";8;2;4;0;0;2;3;2;1;0;0;0
"Dublin City 02/196";"60 - 64 years";5;1;3;0;1;0;1;0;1;0;0;0
"Dublin City 02/196";"65 - 69 years";2;1;1;0;0;0;2;0;1;0;1;0
"Dublin City 02/196";"70 - 74 years";1;0;0;0;0;1;1;1;0;0;0;0
"Dublin City 02/196";"75 - 79 years";0;0;0;0;0;0;2;0;0;0;0;2
"Dublin City 02/196";"80 - 84 years";0;0;0;0;0;0;1;1;0;0;0;0
"Dublin City 02/196";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/197";"0 - 4 years";10;10;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/197";"5 - 9 years";7;7;0;0;0;0;5;5;0;0;0;0
"Dublin City 02/197";"10 - 14 years";8;8;0;0;0;0;6;6;0;0;0;0
"Dublin City 02/197";"15 - 19 years";7;7;0;0;0;0;12;12;0;0;0;0
"Dublin City 02/197";"20 - 24 years";43;42;1;0;0;0;43;42;1;0;0;0
"Dublin City 02/197";"25 - 29 years";63;58;5;0;0;0;65;55;10;0;0;0
"Dublin City 02/197";"30 - 34 years";46;30;16;0;0;0;43;31;11;0;1;0
"Dublin City 02/197";"35 - 39 years";22;15;7;0;0;0;22;12;7;2;1;0
"Dublin City 02/197";"40 - 44 years";18;12;6;0;0;0;25;13;5;4;3;0
"Dublin City 02/197";"45 - 49 years";13;4;7;0;2;0;11;5;6;0;0;0
"Dublin City 02/197";"50 - 54 years";12;8;3;0;1;0;12;6;4;1;1;0
"Dublin City 02/197";"55 - 59 years";17;4;8;4;1;0;12;1;6;3;2;0
"Dublin City 02/197";"60 - 64 years";9;3;2;2;1;1;11;3;5;1;2;0
"Dublin City 02/197";"65 - 69 years";7;2;4;1;0;0;5;2;2;0;0;1
"Dublin City 02/197";"70 - 74 years";3;1;2;0;0;0;4;2;2;0;0;0
"Dublin City 02/197";"75 - 79 years";4;0;4;0;0;0;5;1;2;0;0;2
"Dublin City 02/197";"80 - 84 years";2;2;0;0;0;0;1;0;1;0;0;0
"Dublin City 02/197";"85 years and over";1;0;1;0;0;0;3;0;0;0;0;3
"Dublin City 02/198";"0 - 4 years";17;17;0;0;0;0;21;21;0;0;0;0
"Dublin City 02/198";"5 - 9 years";14;14;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/198";"10 - 14 years";4;4;0;0;0;0;8;8;0;0;0;0
"Dublin City 02/198";"15 - 19 years";14;14;0;0;0;0;14;14;0;0;0;0
"Dublin City 02/198";"20 - 24 years";55;55;0;0;0;0;50;50;0;0;0;0
"Dublin City 02/198";"25 - 29 years";66;64;2;0;0;0;83;80;2;0;1;0
"Dublin City 02/198";"30 - 34 years";42;31;10;1;0;0;55;40;15;0;0;0
"Dublin City 02/198";"35 - 39 years";30;11;17;1;1;0;30;15;14;1;0;0
"Dublin City 02/198";"40 - 44 years";18;6;11;1;0;0;21;12;8;0;0;1
"Dublin City 02/198";"45 - 49 years";9;4;5;0;0;0;11;4;6;0;0;1
"Dublin City 02/198";"50 - 54 years";11;3;5;3;0;0;19;10;6;0;3;0
"Dublin City 02/198";"55 - 59 years";16;7;7;2;0;0;10;1;6;1;1;1
"Dublin City 02/198";"60 - 64 years";12;5;7;0;0;0;10;1;9;0;0;0
"Dublin City 02/198";"65 - 69 years";15;6;8;1;0;0;7;0;4;1;0;2
"Dublin City 02/198";"70 - 74 years";23;13;7;1;0;2;11;5;4;0;0;2
"Dublin City 02/198";"75 - 79 years";12;8;2;0;0;2;8;2;3;0;0;3
"Dublin City 02/198";"80 - 84 years";8;6;2;0;0;0;4;1;2;0;0;1
"Dublin City 02/198";"85 years and over";16;15;0;0;0;1;7;4;0;0;0;3
"Dublin City 02/199";"0 - 4 years";1;1;0;0;0;0;3;3;0;0;0;0
"Dublin City 02/199";"5 - 9 years";4;4;0;0;0;0;2;2;0;0;0;0
"Dublin City 02/199";"10 - 14 years";0;0;0;0;0;0;2;2;0;0;0;0
"Dublin City 02/199";"15 - 19 years";9;9;0;0;0;0;7;7;0;0;0;0
"Dublin City 02/199";"20 - 24 years";81;79;2;0;0;0;111;106;5;0;0;0
"Dublin City 02/199";"25 - 29 years";113;90;20;0;2;1;124;102;22;0;0;0
"Dublin City 02/199";"30 - 34 years";78;59;14;3;1;1;35;27;6;0;2;0
"Dublin City 02/199";"35 - 39 years";39;25;10;2;2;0;20;13;4;1;2;0
"Dublin City 02/199";"40 - 44 years";14;6;6;1;1;0;9;3;4;0;2;0
"Dublin City 02/199";"45 - 49 years";14;8;4;0;2;0;9;4;3;0;1;1
"Dublin City 02/199";"50 - 54 years";12;4;6;2;0;0;2;1;0;0;0;1
"Dublin City 02/199";"55 - 59 years";7;4;0;2;1;0;3;2;0;0;1;0
"Dublin City 02/199";"60 - 64 years";4;2;0;2;0;0;2;2;0;0;0;0
"Dublin City 02/199";"65 - 69 years";0;0;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/199";"70 - 74 years";1;0;1;0;0;0;0;0;0;0;0;0
"Dublin City 02/199";"75 - 79 years";0;0;0;0;0;0;1;0;1;0;0;0
"Dublin City 02/199";"80 - 84 years";2;1;1;0;0;0;3;1;2;0;0;0
"Dublin City 02/199";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/200";"0 - 4 years";17;17;0;0;0;0;13;13;0;0;0;0
"Dublin City 02/200";"5 - 9 years";10;10;0;0;0;0;4;4;0;0;0;0
"Dublin City 02/200";"10 - 14 years";1;1;0;0;0;0;5;5;0;0;0;0
"Dublin City 02/200";"15 - 19 years";8;8;0;0;0;0;17;15;2;0;0;0
"Dublin City 02/200";"20 - 24 years";66;64;2;0;0;0;98;93;5;0;0;0
"Dublin City 02/200";"25 - 29 years";93;81;10;0;1;1;98;85;10;2;1;0
"Dublin City 02/200";"30 - 34 years";61;49;10;2;0;0;48;34;13;1;0;0
"Dublin City 02/200";"35 - 39 years";34;15;12;5;1;1;22;11;7;1;3;0
"Dublin City 02/200";"40 - 44 years";13;4;8;1;0;0;10;2;7;1;0;0
"Dublin City 02/200";"45 - 49 years";5;1;3;1;0;0;10;2;3;2;3;0
"Dublin City 02/200";"50 - 54 years";9;2;5;2;0;0;6;4;2;0;0;0
"Dublin City 02/200";"55 - 59 years";9;3;2;2;1;1;7;4;2;0;1;0
"Dublin City 02/200";"60 - 64 years";4;2;1;0;1;0;2;1;1;0;0;0
"Dublin City 02/200";"65 - 69 years";2;2;0;0;0;0;2;2;0;0;0;0
"Dublin City 02/200";"70 - 74 years";1;1;0;0;0;0;1;0;0;0;0;1
"Dublin City 02/200";"75 - 79 years";1;1;0;0;0;0;4;2;1;0;0;1
"Dublin City 02/200";"80 - 84 years";3;2;1;0;0;0;1;1;0;0;0;0
"Dublin City 02/200";"85 years and over";0;0;0;0;0;0;3;1;0;0;0;2
"Dublin City 02/201";"0 - 4 years";5;5;0;0;0;0;5;5;0;0;0;0
"Dublin City 02/201";"5 - 9 years";7;7;0;0;0;0;3;3;0;0;0;0
"Dublin City 02/201";"10 - 14 years";4;4;0;0;0;0;1;1;0;0;0;0
"Dublin City 02/201";"15 - 19 years";10;10;0;0;0;0;13;12;1;0;0;0
"Dublin City 02/201";"20 - 24 years";52;50;2;0;0;0;77;71;6;0;0;0
"Dublin City 02/201";"25 - 29 years";72;63;9;0;0;0;74;69;4;1;0;0
"Dublin City 02/201";"30 - 34 years";47;32;14;1;0;0;44;31;8;1;3;1
"Dublin City 02/201";"35 - 39 years";26;18;7;1;0;0;20;14;4;2;0;0
"Dublin City 02/201";"40 - 44 years";16;12;4;0;0;0;7;5;2;0;0;0
"Dublin City 02/201";"45 - 49 years";13;4;7;2;0;0;14;7;6;0;0;1
"Dublin City 02/201";"50 - 54 years";20;8;7;2;3;0;3;2;1;0;0;0
"Dublin City 02/201";"55 - 59 years";8;2;1;3;2;0;5;2;1;1;0;1
"Dublin City 02/201";"60 - 64 years";2;1;0;1;0;0;1;0;0;1;0;0
"Dublin City 02/201";"65 - 69 years";0;0;0;0;0;0;1;1;0;0;0;0
"Dublin City 02/201";"70 - 74 years";2;1;1;0;0;0;0;0;0;0;0;0
"Dublin City 02/201";"75 - 79 years";0;0;0;0;0;0;1;1;0;0;0;0
"Dublin City 02/201";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/201";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Dublin City 02/202";"0 - 4 years";16;16;0;0;0;0;19;19;0;0;0;0
"Dublin City 02/202";"5 - 9 years";2;2;0;0;0;0;4;4;0;0;0;0
"Dublin City 02/202";"10 - 14 years";10;10;0;0;0;0;4;4;0;0;0;0
"Dublin City 02/202";"15 - 19 years";15;14;1;0;0;0;11;10;1;0;0;0
"Dublin City 02/202";"20 - 24 years";36;35;1;0;0;0;34;34;0;0;0;0
"Dublin City 02/202";"25 - 29 years";61;58;3;0;0;0;64;60;4;0;0;0
"Dublin City 02/202";"30 - 34 years";40;32;8;0;0;0;35;29;6;0;0;0
"Dublin City 02/202";"35 - 39 years";22;5;11;4;2;0;31;12;13;1;4;1
"Dublin City 02/202";"40 - 44 years";16;7;9;0;0;0;14;3;10;0;1;0
"Dublin City 02/202";"45 - 49 years";12;2;9;1;0;0;10;1;8;1;0;0
"Dublin City 02/202";"50 - 54 years";11;3;6;2;0;0;16;4;10;1;1;0
"Dublin City 02/202";"55 - 59 years";7;1;3;2;1;0;7;5;1;0;1;0
"Dublin City 02/202";"60 - 64 years";4;1;2;1;0;0;7;2;3;2;0;0
"Dublin City 02/202";"65 - 69 years";2;0;2;0;0;0;1;0;1;0;0;0
"Dublin City 02/202";"70 - 74 years";2;0;1;0;0;1;1;1;0;0;0;0
"Dublin City 02/202";"75 - 79 years";3;2;0;0;0;1;0;0;0;0;0;0
"Dublin City 02/202";"80 - 84 years";3;2;0;0;0;1;4;2;0;0;0;2
"Dublin City 02/202";"85 years and over";0;0;0;0;0;0;3;1;0;0;0;2
"Dublin City 02/203";"0 - 4 years";11;11;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/203";"5 - 9 years";6;6;0;0;0;0;11;11;0;0;0;0
"Dublin City 02/203";"10 - 14 years";4;4;0;0;0;0;9;9;0;0;0;0
"Dublin City 02/203";"15 - 19 years";8;8;0;0;0;0;4;4;0;0;0;0
"Dublin City 02/203";"20 - 24 years";41;39;2;0;0;0;53;51;2;0;0;0
"Dublin City 02/203";"25 - 29 years";63;59;4;0;0;0;68;66;2;0;0;0
"Dublin City 02/203";"30 - 34 years";36;28;6;2;0;0;30;19;10;1;0;0
"Dublin City 02/203";"35 - 39 years";29;18;9;1;0;1;21;11;7;1;2;0
"Dublin City 02/203";"40 - 44 years";13;8;5;0;0;0;16;7;8;0;1;0
"Dublin City 02/203";"45 - 49 years";16;7;5;2;2;0;12;5;6;0;1;0
